group,sample1,sample2,label
train,0001_1.bmp,0001_10.bmp,0
train,0001_10.bmp,0001_11.bmp,0
train,0001_11.bmp,0001_12.bmp,0
train,0001_12.bmp,0001_13.bmp,0
train,0001_13.bmp,0001_14.bmp,0
train,0001_14.bmp,0001_15.bmp,0
train,0001_15.bmp,0001_16.bmp,0
train,0001_16.bmp,0001_17.bmp,0
train,0001_17.bmp,0001_18.bmp,0
train,0001_18.bmp,0001_19.bmp,0
train,0001_19.bmp,0001_2.bmp,0
train,0001_2.bmp,0001_20.bmp,0
train,0001_20.bmp,0001_21.bmp,0
train,0001_21.bmp,0001_22.bmp,0
train,0001_22.bmp,0001_23.bmp,0
train,0001_23.bmp,0001_24.bmp,0
train,0001_24.bmp,0001_25.bmp,0
train,0001_25.bmp,0001_26.bmp,0
train,0001_26.bmp,0001_27.bmp,0
train,0001_27.bmp,0001_28.bmp,0
train,0001_28.bmp,0001_29.bmp,0
train,0001_29.bmp,0001_3.bmp,0
train,0001_3.bmp,0001_30.bmp,0
train,0001_30.bmp,0001_4.bmp,0
train,0001_4.bmp,0001_5.bmp,0
train,0001_5.bmp,0001_6.bmp,0
train,0001_6.bmp,0001_7.bmp,0
train,0001_7.bmp,0001_8.bmp,0
train,0001_8.bmp,0001_9.bmp,0
train,0001_9.bmp,0001_1.bmp,0
train,0002_1.bmp,0002_10.bmp,1
train,0002_10.bmp,0002_11.bmp,1
train,0002_11.bmp,0002_12.bmp,1
train,0002_12.bmp,0002_13.bmp,1
train,0002_13.bmp,0002_14.bmp,1
train,0002_14.bmp,0002_15.bmp,1
train,0002_15.bmp,0002_16.bmp,1
train,0002_16.bmp,0002_17.bmp,1
train,0002_17.bmp,0002_18.bmp,1
train,0002_18.bmp,0002_19.bmp,1
train,0002_19.bmp,0002_2.bmp,1
train,0002_2.bmp,0002_20.bmp,1
train,0002_20.bmp,0002_21.bmp,1
train,0002_21.bmp,0002_22.bmp,1
train,0002_22.bmp,0002_23.bmp,1
train,0002_23.bmp,0002_24.bmp,1
train,0002_24.bmp,0002_25.bmp,1
train,0002_25.bmp,0002_26.bmp,1
train,0002_26.bmp,0002_27.bmp,1
train,0002_27.bmp,0002_28.bmp,1
train,0002_28.bmp,0002_29.bmp,1
train,0002_29.bmp,0002_3.bmp,1
train,0002_3.bmp,0002_30.bmp,1
train,0002_30.bmp,0002_4.bmp,1
train,0002_4.bmp,0002_5.bmp,1
train,0002_5.bmp,0002_6.bmp,1
train,0002_6.bmp,0002_7.bmp,1
train,0002_7.bmp,0002_8.bmp,1
train,0002_8.bmp,0002_9.bmp,1
train,0002_9.bmp,0002_1.bmp,1
train,0003_1.bmp,0003_10.bmp,2
train,0003_10.bmp,0003_11.bmp,2
train,0003_11.bmp,0003_12.bmp,2
train,0003_12.bmp,0003_13.bmp,2
train,0003_13.bmp,0003_14.bmp,2
train,0003_14.bmp,0003_15.bmp,2
train,0003_15.bmp,0003_16.bmp,2
train,0003_16.bmp,0003_17.bmp,2
train,0003_17.bmp,0003_18.bmp,2
train,0003_18.bmp,0003_19.bmp,2
train,0003_19.bmp,0003_2.bmp,2
train,0003_2.bmp,0003_20.bmp,2
train,0003_20.bmp,0003_21.bmp,2
train,0003_21.bmp,0003_22.bmp,2
train,0003_22.bmp,0003_23.bmp,2
train,0003_23.bmp,0003_24.bmp,2
train,0003_24.bmp,0003_25.bmp,2
train,0003_25.bmp,0003_26.bmp,2
train,0003_26.bmp,0003_27.bmp,2
train,0003_27.bmp,0003_28.bmp,2
train,0003_28.bmp,0003_29.bmp,2
train,0003_29.bmp,0003_3.bmp,2
train,0003_3.bmp,0003_30.bmp,2
train,0003_30.bmp,0003_4.bmp,2
train,0003_4.bmp,0003_5.bmp,2
train,0003_5.bmp,0003_6.bmp,2
train,0003_6.bmp,0003_7.bmp,2
train,0003_7.bmp,0003_8.bmp,2
train,0003_8.bmp,0003_9.bmp,2
train,0003_9.bmp,0003_1.bmp,2
train,0004_1.bmp,0004_10.bmp,3
train,0004_10.bmp,0004_11.bmp,3
train,0004_11.bmp,0004_12.bmp,3
train,0004_12.bmp,0004_13.bmp,3
train,0004_13.bmp,0004_14.bmp,3
