group,sample1,sample2,label
train,0001_2_01_003.jpg,,0
train,0001_2_02_003.jpg,,0
train,0001_2_03_003.jpg,,0
train,0001_2_04_003.jpg,,0
train,0001_2_05_003.jpg,,0
train,0001_2_06_003.jpg,,0
train,0001_2_07_003.jpg,,0
train,0001_2_08_003.jpg,,0
train,0001_2_09_003.jpg,,0
train,0001_2_10_003.jpg,,0
train,0002_2_01_003.jpg,,1
train,0002_2_02_003.jpg,,1
train,0002_2_03_003.jpg,,1
train,0002_2_04_003.jpg,,1
train,0002_2_05_003.jpg,,1
train,0002_2_06_003.jpg,,1
train,0002_2_07_003.jpg,,1
train,0002_2_08_003.jpg,,1
train,0002_2_09_003.jpg,,1
train,0002_2_10_003.jpg,,1
train,0003_2_01_003.jpg,,2
train,0003_2_02_003.jpg,,2
train,0003_2_03_003.jpg,,2
train,0003_2_04_003.jpg,,2
train,0003_2_05_003.jpg,,2
train,0003_2_06_003.jpg,,2
train,0003_2_07_003.jpg,,2
train,0003_2_08_003.jpg,,2
train,0003_2_09_003.jpg,,2
train,0003_2_10_003.jpg,,2
train,0004_2_01_003.jpg,,3
train,0004_2_02_003.jpg,,3
train,0004_2_03_003.jpg,,3
train,0004_2_04_003.jpg,,3
train,0004_2_05_003.jpg,,3
train,0004_2_06_003.jpg,,3
train,0004_2_07_003.jpg,,3
train,0004_2_08_003.jpg,,3
train,0004_2_09_003.jpg,,3
train,0004_2_10_003.jpg,,3
train,0005_2_01_003.jpg,,4
train,0005_2_02_003.jpg,,4
train,0005_2_03_003.jpg,,4
train,0005_2_04_003.jpg,,4
train,0005_2_05_003.jpg,,4
train,0005_2_06_003.jpg,,4
train,0005_2_07_003.jpg,,4
train,0005_2_08_003.jpg,,4
train,0005_2_09_003.jpg,,4
train,0005_2_10_003.jpg,,4
train,0006_2_01_003.jpg,,5
train,0006_2_02_003.jpg,,5
train,0006_2_03_003.jpg,,5
train,0006_2_04_003.jpg,,5
train,0006_2_05_003.jpg,,5
train,0006_2_06_003.jpg,,5
train,0006_2_07_003.jpg,,5
train,0006_2_08_003.jpg,,5
train,0006_2_09_003.jpg,,5
train,0006_2_10_003.jpg,,5
train,0007_2_01_003.jpg,,6
train,0007_2_02_003.jpg,,6
train,0007_2_03_003.jpg,,6
train,0007_2_04_003.jpg,,6
train,0007_2_05_003.jpg,,6
train,0007_2_06_003.jpg,,6
train,0007_2_07_003.jpg,,6
train,0007_2_08_003.jpg,,6
train,0007_2_09_003.jpg,,6
train,0007_2_10_003.jpg,,6
train,0008_2_01_003.jpg,,7
train,0008_2_02_003.jpg,,7
train,0008_2_03_003.jpg,,7
train,0008_2_04_003.jpg,,7
