group,sample1,sample2,label
train,0004/1_01.jpg,0004/1_02.jpg,0
train,0004/1_02.jpg,0004/1_03.jpg,0
train,0004/1_03.jpg,0004/1_04.jpg,0
train,0004/1_04.jpg,0004/1_05.jpg,0
train,0004/1_05.jpg,0004/1_06.jpg,0
train,0004/1_06.jpg,0004/2_01.jpg,0
train,0004/2_01.jpg,0004/2_02.jpg,0
train,0004/2_02.jpg,0004/2_03.jpg,0
train,0004/2_03.jpg,0004/2_04.jpg,0
train,0004/2_04.jpg,0004/2_05.jpg,0
train,0004/2_05.jpg,0004/2_06.jpg,0
train,0004/2_06.jpg,0004/1_01.jpg,0
train,0281/1_01.jpg,0281/1_02.jpg,1
train,0281/1_02.jpg,0281/1_03.jpg,1
train,0281/1_03.jpg,0281/1_04.jpg,1
train,0281/1_04.jpg,0281/1_05.jpg,1
train,0281/1_05.jpg,0281/1_06.jpg,1
train,0281/1_06.jpg,0281/2_01.jpg,1
train,0281/2_01.jpg,0281/2_02.jpg,1
train,0281/2_02.jpg,0281/2_03.jpg,1
train,0281/2_03.jpg,0281/2_04.jpg,1
train,0281/2_04.jpg,0281/2_05.jpg,1
train,0281/2_05.jpg,0281/2_06.jpg,1
train,0281/2_06.jpg,0281/1_01.jpg,1
train,0430/1_01.jpg,0430/1_02.jpg,2
train,0430/1_02.jpg,0430/1_03.jpg,2
train,0430/1_03.jpg,0430/1_04.jpg,2
train,0430/1_04.jpg,0430/1_05.jpg,2
train,0430/1_05.jpg,0430/1_06.jpg,2
train,0430/1_06.jpg,0430/2_01.jpg,2
train,0430/2_01.jpg,0430/2_02.jpg,2
train,0430/2_02.jpg,0430/2_03.jpg,2
train,0430/2_03.jpg,0430/2_04.jpg,2
train,0430/2_04.jpg,0430/2_05.jpg,2
train,0430/2_05.jpg,0430/2_06.jpg,2
train,0430/2_06.jpg,0430/1_01.jpg,2
train,0057/1_01.jpg,0057/1_02.jpg,3
train,0057/1_02.jpg,0057/1_03.jpg,3
train,0057/1_03.jpg,0057/1_04.jpg,3
train,0057/1_04.jpg,0057/1_05.jpg,3
train,0057/1_05.jpg,0057/1_06.jpg,3
train,0057/1_06.jpg,0057/2_01.jpg,3
train,0057/2_01.jpg,0057/2_02.jpg,3
train,0057/2_02.jpg,0057/2_03.jpg,3
train,0057/2_03.jpg,0057/2_04.jpg,3
train,0057/2_04.jpg,0057/2_05.jpg,3
train,0057/2_05.jpg,0057/2_06.jpg,3
train,0057/2_06.jpg,0057/1_01.jpg,3
train,0278/1_01.jpg,0278/1_02.jpg,4
train,0278/1_02.jpg,0278/1_03.jpg,4
train,0278/1_03.jpg,0278/1_04.jpg,4
train,0278/1_04.jpg,0278/1_05.jpg,4
train,0278/1_05.jpg,0278/1_06.jpg,4
train,0278/1_06.jpg,0278/2_01.jpg,4
train,0278/2_01.jpg,0278/2_02.jpg,4
train,0278/2_02.jpg,0278/2_03.jpg,4
train,0278/2_03.jpg,0278/2_04.jpg,4
train,0278/2_04.jpg,0278/2_05.jpg,4
train,0278/2_05.jpg,0278/2_06.jpg,4
train,0278/2_06.jpg,0278/1_01.jpg,4
train,0286/1_01.jpg,0286/1_02.jpg,5
train,0286/1_02.jpg,0286/1_03.jpg,5
train,0286/1_03.jpg,0286/1_04.jpg,5
train,0286/1_04.jpg,0286/1_05.jpg,5
train,0286/1_05.jpg,0286/1_06.jpg,5
train,0286/1_06.jpg,0286/2_01.jpg,5
train,0286/2_01.jpg,0286/2_02.jpg,5
train,0286/2_02.jpg,0286/2_03.jpg,5
train,0286/2_03.jpg,0286/2_04.jpg,5
train,0286/2_04.jpg,0286/2_05.jpg,5
train,0286/2_05.jpg,0286/2_06.jpg,5
train,0286/2_06.jpg,0286/1_01.jpg,5
train,0150/1_01.jpg,0150/1_02.jpg,6
train,0150/1_02.jpg,0150/1_03.jpg,6
train,0150/1_03.jpg,0150/1_04.jpg,6
train,0150/1_04.jpg,0150/1_05.jpg,6
train,0150/1_05.jpg,0150/1_06.jpg,6
train,0150/1_06.jpg,0150/2_01.jpg,6
train,0150/2_01.jpg,0150/2_02.jpg,6
train,0150/2_02.jpg,0150/2_03.jpg,6
train,0150/2_03.jpg,0150/2_04.jpg,6
train,0150/2_04.jpg,0150/2_05.jpg,6
train,0150/2_05.jpg,0150/2_06.jpg,6
train,0150/2_06.jpg,0150/1_01.jpg,6
train,0211/1_01.jpg,0211/1_02.jpg,7
train,0211/1_02.jpg,0211/1_03.jpg,7
train,0211/1_03.jpg,0211/1_04.jpg,7
train,0211/1_04.jpg,0211/1_05.jpg,7
train,0211/1_05.jpg,0211/1_06.jpg,7
train,0211/1_06.jpg,0211/2_01.jpg,7
train,0211/2_01.jpg,0211/2_02.jpg,7
train,0211/2_02.jpg,0211/2_03.jpg,7
train,0211/2_03.jpg,0211/2_04.jpg,7
train,0211/2_04.jpg,0211/2_05.jpg,7
train,0211/2_05.jpg,0211/2_06.jpg,7
train,0211/2_06.jpg,0211/1_01.jpg,7
train,0351/1_01.jpg,0351/1_02.jpg,8
train,0351/1_02.jpg,0351/1_03.jpg,8
train,0351/1_03.jpg,0351/1_04.jpg,8
train,0351/1_04.jpg,0351/1_05.jpg,8
train,0351/1_05.jpg,0351/1_06.jpg,8
train,0351/1_06.jpg,0351/2_01.jpg,8
train,0351/2_01.jpg,0351/2_02.jpg,8
train,0351/2_02.jpg,0351/2_03.jpg,8
train,0351/2_03.jpg,0351/2_04.jpg,8
train,0351/2_04.jpg,0351/2_05.jpg,8
train,0351/2_05.jpg,0351/2_06.jpg,8
train,0351/2_06.jpg,0351/1_01.jpg,8
train,0401/1_01.jpg,0401/1_02.jpg,9
train,0401/1_02.jpg,0401/1_03.jpg,9
train,0401/1_03.jpg,0401/1_04.jpg,9
train,0401/1_04.jpg,0401/1_05.jpg,9
train,0401/1_05.jpg,0401/1_06.jpg,9
train,0401/1_06.jpg,0401/2_01.jpg,9
train,0401/2_01.jpg,0401/2_02.jpg,9
train,0401/2_02.jpg,0401/2_03.jpg,9
train,0401/2_03.jpg,0401/2_04.jpg,9
train,0401/2_04.jpg,0401/2_05.jpg,9
train,0401/2_05.jpg,0401/2_06.jpg,9
train,0401/2_06.jpg,0401/1_01.jpg,9
train,0123/1_01.jpg,0123/1_02.jpg,10
train,0123/1_02.jpg,0123/1_03.jpg,10
train,0123/1_03.jpg,0123/1_04.jpg,10
train,0123/1_04.jpg,0123/1_05.jpg,10
train,0123/1_05.jpg,0123/1_06.jpg,10
train,0123/1_06.jpg,0123/2_01.jpg,10
train,0123/2_01.jpg,0123/2_02.jpg,10
train,0123/2_02.jpg,0123/2_03.jpg,10
train,0123/2_03.jpg,0123/2_04.jpg,10
train,0123/2_04.jpg,0123/2_05.jpg,10
train,0123/2_05.jpg,0123/2_06.jpg,10
train,0123/2_06.jpg,0123/1_01.jpg,10
train,0022/1_01.jpg,0022/1_02.jpg,11
train,0022/1_02.jpg,0022/1_03.jpg,11
train,0022/1_03.jpg,0022/1_04.jpg,11
train,0022/1_04.jpg,0022/1_05.jpg,11
train,0022/1_05.jpg,0022/1_06.jpg,11
train,0022/1_06.jpg,0022/2_01.jpg,11
train,0022/2_01.jpg,0022/2_02.jpg,11
train,0022/2_02.jpg,0022/2_03.jpg,11
